logFC,pval,nhood_annotation,contrast,SpatialFDR
3.088008395415961,1.589916569857059e-09,Myeloid,IPF_vs_Normal,8.001396886079674e-08
2.607453120281073,4.383315096243182e-05,Myeloid,IPF_vs_Normal,0.0002474157838175482
4.145651889990592,2.0036320522435175e-07,Myeloid,IPF_vs_Normal,3.4670215358632438e-06
-1.222300743957997,0.08084360794523651,Fibroblasts,IPF_vs_Normal,0.1312235183663978
-1.368645581057648,0.07128923332745549,Airway Epithelium,IPF_vs_Normal,0.11739712224484525
-32.92797509847877,0.9986374722068752,Airway Epithelium,IPF_vs_Normal,0.999127929492261
2.7393238179589368,0.00013405144908676845,Proximal Epithelium,IPF_vs_Normal,0.0006470418190381137
-1.979860229487953,2.4186137081271378e-05,Airway Epithelium,IPF_vs_Normal,0.00015074460001560048
-34.72613653763367,0.9987966843983966,Airway Epithelium,IPF_vs_Normal,0.999127929492261
6.101962519391504,4.350220018225976e-05,Proximal Epithelium,IPF_vs_Normal,0.00024589484698766043
-32.8516663489037,0.9985783366654999,Airway Epithelium,IPF_vs_Normal,0.999127929492261
-32.885103485113994,0.9987046009084215,Airway Epithelium,IPF_vs_Normal,0.999127929492261
2.3479141948367133,2.4668569375575708e-05,Distal Epithelium,IPF_vs_Normal,0.00015340393206464726
-0.7143277507454402,0.40029512167339354,Macrophages,IPF_vs_Normal,0.5444024961731435
,,Airway Epithelium,IPF_vs_Normal,
