umap1,umap2,nhood_annotation,nhood_size,logFC_IPF,FDR_IPF,logFC_COVID,FDR_COVID,logFC_COVIDvsIPF,FDR_COVIDvsIPF
17.250696,3.0104702,Myeloid,72,-5.241043712104987,0.0015285560384772116,-32.74720415729816,0.9992162062284382,,
-0.118438326,12.058453,Distal Epithelium,36,-33.05459925149314,0.999127929492261,-31.398792858407663,0.9992162062284382,,
1.5161784,-2.6260061,Distal Epithelium,50,-0.18625535137216095,0.8966779223525178,-31.352669253200368,0.9992162062284382,-31.027129331979108,0.9993360784192652
15.980342,3.9491034,Myeloid,39,-2.5781830780712682,0.011534580036244812,-0.9065927932608329,0.9992162062284382,1.671592797648974,0.813941859527452
7.290575,-7.1362066,Lymphoid,36,1.802963600255509,0.008424421970508314,2.4533709472307383,0.022845358626971252,0.6504072932227452,0.9993360784192652
10.060422,10.480209,Fibroblasts,47,-4.44113940293728,0.008208015846795315,0.5076764282820818,0.9992162062284382,4.94881793562615,0.022053295131240748
13.006225,9.593155,Lymphoid,38,-1.0469391400590093,0.20230638789374975,-0.49617342059586833,0.9992162062284382,0.5507643554080759,0.9993360784192652
0.61529565,11.20183,Distal Epithelium,60,0.011855136339553271,0.999127929492261,-1.195713232189607,0.9992162062284382,-1.2075683980049248,0.9847966850246251
10.034183,-7.546693,CD4+ T cells,35,-1.4581307229653535,0.1871349176505192,3.095271675835291,1.2045952761451503e-05,4.553401925811861,8.770652534662521e-05
3.1189213,6.7827,AT1,65,-34.45786715339917,0.999127929492261,0.36415994643996474,0.9992162062284382,34.79097975436793,0.9993360784192652
7.6993423,19.036644,Endothelial (Macro),72,-2.279192042819168,0.0007832809064577414,-2.9937087822907107,0.3476123451247313,-0.714515995849539,0.9993360784192652
14.451493,5.0333815,Macrophages,34,,,38.155380055531126,0.9992162062284382,36.100726374863,0.9993360784192652
7.628919,15.386523,Endothelial (Macro),58,2.921642161292694,2.71191573541116e-06,2.5228213593878457,0.017019863109920683,-0.3988205746801857,0.9993360784192652
-1.8759512,-6.7620015,Airway Epithelium,44,-32.576874427543174,0.999127929492261,-30.921068034452812,0.9992162062284382,,
1.6281976,-7.643922,Proximal Epithelium,44,2.8163387681722294,1.7960592334476848e-05,-28.376742889403967,0.9992162062284382,-32.46559489019837,0.9993360784192652
-4.149046,5.451549,Airway Epithelium,83,-33.8426405143019,0.999127929492261,-32.186834121203596,0.9992162062284382,,
0.5795193,5.484096,Proximal Epithelium,36,3.044406216156796,2.5669920323843506e-05,-28.34715729973398,0.9992162062284382,-31.13011287033477,0.9993360784192652
-0.41044515,11.498771,Distal Epithelium,36,-33.02813665140529,0.999127929492261,-31.3723302583147,0.9992162062284382,,
-1.1130148,-5.3934393,Airway Epithelium,30,-1.2603676055869626,0.16618229200684284,-31.04874371298021,0.9992162062284382,-29.571394405892224,0.9993360784192652
0.49558645,-5.729445,Proximal Epithelium,32,2.2387477878521165,0.0018149979101234285,-28.25965777314799,0.9992162062284382,-30.93394315670442,0.9993360784192652
1.6870095,-7.5124016,Proximal Epithelium,93,3.8815108286025595,1.227508444205999e-10,-0.163597788722988,0.9992162062284382,-4.045108131858005,0.06855706782195974
17.16486,6.1331844,Myeloid,49,,,,,,
17.868576,3.2735887,Myeloid,64,2.0951800433719234,6.033353456475088e-05,-29.800595879964767,0.9992162062284382,-32.44102536144723,0.9993360784192652
17.499712,3.1328762,Myeloid,29,4.7802555908660125,7.37947603253628e-05,,,-31.098237462749392,0.9993360784192652
11.876755,11.919218,Fibroblasts,30,-2.6877763594041233,0.028246303394711878,-1.489114422936764,0.9992162062284382,,
15.457241,4.771312,Myeloid,30,-1.2598105748184212,0.15347627437547293,-31.13584022684145,0.9992162062284382,-29.659047390124655,0.9993360784192652
15.92371,1.8919929,Myeloid,30,2.925596783808561,9.511595129347306e-05,,,-31.313108514482522,0.9993360784192652
7.171331,15.212616,Endothelial,34,-1.1010976476612333,0.18563516029548432,-1.4767937788271708,0.9992162062284382,-0.37569539056620416,0.9993360784192652
4.548703,6.4747763,Distal Epithelium,29,-2.9613132086032365,0.016293325859748933,-31.386968909608527,0.9992162062284382,,
10.944543,0.5142899,Myeloid,44,-4.284574311499243,0.01041035579795331,-31.075738001365167,0.9992162062284382,,
0.7498487,-5.804221,Proximal Epithelium,52,2.759253312818294,1.7855163104667072e-05,-29.755784299540412,0.9992162062284382,-32.233823575536974,0.9993360784192652
-4.4174714,3.7345402,Airway Epithelium,31,-4.162166318696331,0.013974162084297923,-31.433528900593025,0.9992162062284382,,
8.355011,0.45362833,Myeloid,36,1.5183421300468105,0.014907091585436797,-29.55930832169726,0.9992162062284382,-31.263664906666417,0.9993360784192652
7.165153,16.674118,Endothelial (Macro),47,2.5128239880377397,2.201902699030953e-05,-29.63245933786803,0.9992162062284382,-32.697418372706785,0.9993360784192652
-3.7048697,5.9941716,Airway Epithelium,65,-33.97019884153515,0.999127929492261,-30.87169740756101,0.9992162062284382,,
-0.57486945,9.033445,Alveolar Epithelium,50,-34.230812570377836,0.999127929492261,-31.13231113640185,0.9992162062284382,,
11.048337,-0.39161763,Myeloid,39,0.22624975489886565,0.8510311287167701,-31.277465846093648,0.9992162062284382,-31.244001101419975,0.9993360784192652
14.056317,3.153523,Myeloid,48,3.091752031226221,4.202420796090657e-06,2.6779475984522834,0.017025517197557117,-0.4138042647322919,0.9993360784192652
0.9404039,7.405589,Proximal Epithelium,35,5.9736083621734934,0.00031416202145652914,,,-1.741735201177708,0.5623945703184388
13.656488,3.311922,Myeloid,74,-5.480482170778886,0.0008309309094501427,-32.957040353944734,0.9992162062284382,,
14.381149,2.2107658,Myeloid,51,0.8880872764676397,0.09449697029825162,-31.250838224326834,0.9992162062284382,-31.326500801044865,0.9993360784192652
4.304378,16.882343,Endothelial,36,-3.6367312929905364,0.02900014830963741,-0.42088421104311025,0.9992162062284382,,
10.764559,1.7757168,Myeloid,60,-0.682305346055981,0.31342897372402156,2.095710014907795,0.0019369871047419775,2.7780145274853574,0.0006072619232370876
5.306107,17.865938,Endothelial (Micro),36,-0.2181864513768506,0.8853412068885157,-31.326745761468487,0.9992162062284382,-29.75407399126612,0.9993360784192652
13.626462,2.543224,Myeloid,30,5.174074924931323,2.1329259835506476e-05,,,-31.38814949163565,0.9993360784192652
0.98202276,-7.061037,Proximal Epithelium,39,3.3067625075620253,1.7671752825583062e-05,-28.309979608297226,0.9992162062284382,-32.38918040786495,0.9993360784192652
13.970383,2.9077907,Myeloid,107,3.5994753543671503,1.5043865456414879e-12,0.12182930751372088,0.9992162062284382,-3.4776463556923995,0.019127876805485652
