gene,spearman_r,pval
P4HB,0.12416656715529004,1.95562730404395e-111
LYZ,0.12407122389465806,2.888396083419486e-111
SSR4,0.12384028091606859,7.41919715230164e-111
MT-ATP6,0.12285806414613247,4.018685573080444e-109
UBE2S,0.12258109302398017,1.2314263058725537e-108
GAS1,0.12257734462823025,1.2502083159410935e-108
HSP90B1,0.12227157274302951,4.2909342119367535e-108
TWIST1,0.12219099379790707,5.935536242457865e-108
ARID5A,0.12185716896476637,2.2709249592771817e-107
SNRPG,0.12133014369284792,1.87446542069349e-106
ISLR,0.12127933344955369,2.296350472278081e-106
UXT,0.12109169470147163,4.856031999484197e-106
CDH11,0.12048796029219562,5.3611732509363015e-105
KISS1,0.11994653478159259,4.5714207921133043e-104
SLC26A4,0.11940630574858953,3.8415235359001587e-103
COPE,0.11922816122714845,7.734121128676873e-103
CYP2A6,0.11915343278436584,1.0369464168599023e-102
